feedback_text,feedback_timestamp,menu_item,meal_time
The food was not cooked properly.,2025-01-21T00:00:00,Pongal,Snacks
"Fresh and tasty, good job by the kitchen.",2025-03-08T00:00:00,Veg Curry,Dinner
The meal was light and refreshing.,2024-06-08T00:00:00,Fish Curry,Dinner
"Neither good nor bad, just normal.",2025-03-13T00:00:00,Vada,Breakfast
Portion size was perfect and taste was nice.,2025-07-04T00:00:00,Pongal,Snacks
"It was fine, could be better.",2025-01-24T00:00:00,Curd Rice,Lunch
"Fresh and tasty, good job by the kitchen.",2024-10-17T00:00:00,Bonda,Snacks
The meal was okay.,2024-12-07T00:00:00,Ice Cream,Dinner
"Taste was average, nothing special.",2024-06-07T00:00:00,Curd Rice,Dinner
The meal was okay.,2025-05-27T00:00:00,Chicken Biryani,Breakfast
"Neither good nor bad, just normal.",2025-03-01T00:00:00,Gulab Jamun,Dinner
"Fresh and tasty, good job by the kitchen.",2025-05-16T00:00:00,Ice Cream,Snacks
"Fresh and tasty, good job by the kitchen.",2024-02-09T00:00:00,Paneer Curry,Breakfast
Portion size was perfect and taste was nice.,2024-06-15T00:00:00,Sambar Rice,Dinner
Good quality and well cooked.,2026-02-08T00:00:00,Chicken Biryani,Dinner
"Amazing flavors, I loved the taste.",2025-12-06T00:00:00,Gulab Jamun,Dinner
"Amazing flavors, I loved the taste.",2025-01-29T00:00:00,Gulab Jamun,Breakfast
"Taste was average, nothing special.",2025-05-04T00:00:00,Uggani,Lunch
"Amazing flavors, I loved the taste.",2025-12-24T00:00:00,Dosa,Snacks
Good quality and well cooked.,2025-09-11T00:00:00,Idli,Lunch
Good quality and well cooked.,2024-09-10T00:00:00,Bonda,Lunch
The meal was okay.,2024-04-04T00:00:00,Veg Curry,Breakfast
Decent meal overall.,2024-03-23T00:00:00,Ice Cream,Dinner
"Fresh and tasty, good job by the kitchen.",2024-06-18T00:00:00,Fish Curry,Lunch
"Amazing flavors, I loved the taste.",2024-11-05T00:00:00,Uggani,Snacks
The taste felt stale.,2024-11-11T00:00:00,Fish Curry,Dinner
The food tasted great today.,2025-10-13T00:00:00,Uggani,Breakfast
Good quality and well cooked.,2026-02-05T00:00:00,Gulab Jamun,Lunch
"Amazing flavors, I loved the taste.",2024-11-11T00:00:00,Chicken Biryani,Dinner
The meal was light and refreshing.,2025-05-18T00:00:00,Idli,Lunch
The food tasted great today.,2025-12-14T00:00:00,Idli,Breakfast
"Amazing flavors, I loved the taste.",2024-10-22T00:00:00,Uggani,Dinner
The meal was not salty enough.,2025-01-18T00:00:00,Uggani,Lunch
"Really enjoyed the meal, it was delicious.",2025-05-13T00:00:00,Veg Curry,Lunch
"Fresh and tasty, good job by the kitchen.",2025-08-03T00:00:00,Veg Curry,Breakfast
"Taste was average, nothing special.",2024-03-01T00:00:00,Chicken Biryani,Lunch
Good quality and well cooked.,2025-02-22T00:00:00,Veg Curry,Lunch
The meal was light and refreshing.,2025-10-13T00:00:00,Bonda,Breakfast
Good quality and well cooked.,2024-03-28T00:00:00,Veg Curry,Breakfast
Good quality and well cooked.,2024-03-06T00:00:00,Ice Cream,Breakfast
Decent meal overall.,2024-08-28T00:00:00,Samosa,Breakfast
"Amazing flavors, I loved the taste.",2026-02-17T00:00:00,Vada,Dinner
The meal was okay.,2024-09-29T00:00:00,Sambar Rice,Breakfast
The food tasted great today.,2024-08-04T00:00:00,Idli,Breakfast
The food was not cooked properly.,2025-09-09T00:00:00,Fish Curry,Breakfast
"Neither good nor bad, just normal.",2025-04-29T00:00:00,Fish Curry,Snacks
Good quality and well cooked.,2025-01-14T00:00:00,Samosa,Dinner
The meal was light and refreshing.,2024-09-02T00:00:00,Samosa,Snacks
"Fresh and tasty, good job by the kitchen.",2025-09-17T00:00:00,Gulab Jamun,Dinner
"It was fine, could be better.",2024-04-12T00:00:00,Dosa,Snacks
The meal was light and refreshing.,2025-12-16T00:00:00,Idli,Dinner
The meal was okay.,2025-09-08T00:00:00,Ice Cream,Lunch
"Amazing flavors, I loved the taste.",2026-02-08T00:00:00,Sambar Rice,Snacks
"Fresh and tasty, good job by the kitchen.",2025-09-25T00:00:00,Veg Biryani,Snacks
"Taste was average, nothing special.",2024-01-04T00:00:00,Vada,Dinner
The quality was inconsistent this week.,2025-01-03T00:00:00,Samosa,Breakfast
"Amazing flavors, I loved the taste.",2025-03-30T00:00:00,Dosa,Snacks
"Fresh and tasty, good job by the kitchen.",2026-01-26T00:00:00,Veg Biryani,Dinner
The rice was undercooked.,2025-05-02T00:00:00,Pongal,Snacks
"It was fine, could be better.",2025-09-13T00:00:00,Sambar Rice,Dinner
The meal was light and refreshing.,2025-06-16T00:00:00,Chicken Biryani,Lunch
"Really enjoyed the meal, it was delicious.",2025-05-24T00:00:00,Fish Curry,Breakfast
Decent meal overall.,2025-04-23T00:00:00,Pongal,Snacks
The food tasted great today.,2025-05-08T00:00:00,Veg Curry,Dinner
"Really enjoyed the meal, it was delicious.",2024-08-04T00:00:00,Mutton Curry,Lunch
The food tasted great today.,2025-03-21T00:00:00,Veg Curry,Breakfast
Good quality and well cooked.,2025-01-27T00:00:00,Idli,Lunch
"Amazing flavors, I loved the taste.",2024-09-20T00:00:00,Roti,Lunch
"Amazing flavors, I loved the taste.",2024-05-19T00:00:00,Vada,Breakfast
The food tasted great today.,2025-12-09T00:00:00,Mutton Curry,Dinner
Portion size was perfect and taste was nice.,2026-02-23T00:00:00,Samosa,Lunch
"Fresh and tasty, good job by the kitchen.",2026-01-04T00:00:00,Pongal,Snacks
The meal was light and refreshing.,2024-08-26T00:00:00,Ice Cream,Dinner
The meal was okay.,2024-10-24T00:00:00,Veg Biryani,Snacks
The food was too hot and overcooked.,2024-12-14T00:00:00,Pongal,Breakfast
Portion size was perfect and taste was nice.,2025-01-11T00:00:00,Chicken Biryani,Breakfast
"Fresh and tasty, good job by the kitchen.",2025-08-13T00:00:00,Curd Rice,Snacks
The food tasted great today.,2025-08-27T00:00:00,Idli,Snacks
The meal was light and refreshing.,2025-02-01T00:00:00,Mutton Curry,Lunch
"It was fine, could be better.",2025-11-26T00:00:00,Uggani,Snacks
The food tasted great today.,2025-02-08T00:00:00,Curd Rice,Lunch
Good quality and well cooked.,2024-05-28T00:00:00,Idli,Dinner
"Fresh and tasty, good job by the kitchen.",2025-11-27T00:00:00,Paneer Curry,Lunch
Decent meal overall.,2024-10-17T00:00:00,Bonda,Lunch
Portion size was perfect and taste was nice.,2024-11-23T00:00:00,Curd Rice,Breakfast
Good quality and well cooked.,2025-12-24T00:00:00,Paneer Curry,Breakfast
"Fresh and tasty, good job by the kitchen.",2024-10-25T00:00:00,Vada,Lunch
"It was fine, could be better.",2024-06-05T00:00:00,Ice Cream,Breakfast
"Amazing flavors, I loved the taste.",2026-01-23T00:00:00,Chicken Biryani,Lunch
The meal was light and refreshing.,2025-05-14T00:00:00,Dosa,Lunch
The meal was light and refreshing.,2025-11-06T00:00:00,Ice Cream,Snacks
Portion size was perfect and taste was nice.,2025-02-05T00:00:00,Veg Curry,Breakfast
"Amazing flavors, I loved the taste.",2025-04-29T00:00:00,Samosa,Dinner
"Fresh and tasty, good job by the kitchen.",2024-03-14T00:00:00,Gulab Jamun,Dinner
Good quality and well cooked.,2025-12-14T00:00:00,Fish Curry,Snacks
The food tasted great today.,2024-05-14T00:00:00,Chicken Biryani,Dinner
The meal was light and refreshing.,2025-12-27T00:00:00,Samosa,Breakfast
The quality was inconsistent this week.,2024-06-16T00:00:00,Paneer Curry,Dinner
"Amazing flavors, I loved the taste.",2025-05-09T00:00:00,Curd Rice,Dinner
"Really enjoyed the meal, it was delicious.",2024-08-11T00:00:00,Paneer Curry,Lunch
Good quality and well cooked.,2026-01-13T00:00:00,Chicken Biryani,Breakfast
"Neither good nor bad, just normal.",2025-03-13T00:00:00,Sambar Rice,Lunch
The food tasted great today.,2024-12-30T00:00:00,Veg Curry,Breakfast
The meal was okay.,2024-04-30T00:00:00,Vada,Lunch
Portion size was perfect and taste was nice.,2025-03-20T00:00:00,Fish Curry,Snacks
"Taste was average, nothing special.",2024-02-04T00:00:00,Curd Rice,Dinner
"Fresh and tasty, good job by the kitchen.",2025-05-15T00:00:00,Sambar Rice,Lunch
"Amazing flavors, I loved the taste.",2026-02-02T00:00:00,Paneer Curry,Lunch
"Neither good nor bad, just normal.",2025-10-27T00:00:00,Ice Cream,Breakfast
"Amazing flavors, I loved the taste.",2025-10-30T00:00:00,Ice Cream,Snacks
The food tasted great today.,2024-05-02T00:00:00,Bonda,Snacks
The food tasted great today.,2025-05-15T00:00:00,Sambar Rice,Breakfast
The food tasted great today.,2025-08-23T00:00:00,Fish Curry,Lunch
"Amazing flavors, I loved the taste.",2026-02-02T00:00:00,Vada,Snacks
"Fresh and tasty, good job by the kitchen.",2025-05-10T00:00:00,Sambar Rice,Lunch
Portion size was perfect and taste was nice.,2024-05-08T00:00:00,Uggani,Snacks
The food tasted great today.,2025-12-31T00:00:00,Sambar Rice,Snacks
"Fresh and tasty, good job by the kitchen.",2025-12-18T00:00:00,Mutton Curry,Lunch
Portion size was perfect and taste was nice.,2025-07-03T00:00:00,Idli,Dinner
The food tasted great today.,2025-06-15T00:00:00,Fish Curry,Dinner
The meal was light and refreshing.,2026-02-10T00:00:00,Mutton Curry,Breakfast
"Taste was average, nothing special.",2025-09-05T00:00:00,Chicken Biryani,Breakfast
Decent meal overall.,2025-04-02T00:00:00,Veg Curry,Breakfast
The food tasted great today.,2024-05-11T00:00:00,Samosa,Breakfast
The food tasted great today.,2025-07-29T00:00:00,Chicken Biryani,Lunch
The food tasted great today.,2024-05-07T00:00:00,Roti,Breakfast
Good quality and well cooked.,2025-07-11T00:00:00,Fish Curry,Snacks
"Amazing flavors, I loved the taste.",2024-01-01T00:00:00,Veg Curry,Dinner
The meal was okay.,2025-06-15T00:00:00,Veg Biryani,Snacks
"Really enjoyed the meal, it was delicious.",2025-08-13T00:00:00,Paneer Curry,Dinner
Portion size was perfect and taste was nice.,2024-12-26T00:00:00,Vada,Snacks
"Amazing flavors, I loved the taste.",2024-04-11T00:00:00,Mutton Curry,Lunch
The food tasted great today.,2024-07-11T00:00:00,Dosa,Lunch
"Taste was average, nothing special.",2024-05-17T00:00:00,Curd Rice,Snacks
Portion size was perfect and taste was nice.,2025-01-02T00:00:00,Mutton Curry,Lunch
"Amazing flavors, I loved the taste.",2025-09-29T00:00:00,Roti,Lunch
Portion size was perfect and taste was nice.,2024-09-18T00:00:00,Uggani,Breakfast
"Amazing flavors, I loved the taste.",2024-06-16T00:00:00,Roti,Dinner
The food tasted great today.,2024-09-17T00:00:00,Ice Cream,Dinner
Decent meal overall.,2024-07-27T00:00:00,Uggani,Lunch
"Taste was average, nothing special.",2026-01-01T00:00:00,Pongal,Snacks
"Fresh and tasty, good job by the kitchen.",2024-06-06T00:00:00,Gulab Jamun,Lunch
"Fresh and tasty, good job by the kitchen.",2024-01-27T00:00:00,Samosa,Dinner
Good quality and well cooked.,2024-05-07T00:00:00,Veg Biryani,Breakfast
"Amazing flavors, I loved the taste.",2025-07-15T00:00:00,Mutton Curry,Breakfast
Good quality and well cooked.,2025-10-17T00:00:00,Uggani,Breakfast
"It was fine, could be better.",2024-10-06T00:00:00,Pongal,Snacks
"It was fine, could be better.",2024-01-11T00:00:00,Curd Rice,Lunch
"Really enjoyed the meal, it was delicious.",2025-01-22T00:00:00,Sambar Rice,Dinner
"Really enjoyed the meal, it was delicious.",2025-06-23T00:00:00,Sambar Rice,Breakfast
The food tasted great today.,2025-06-25T00:00:00,Paneer Curry,Dinner
Portion size was perfect and taste was nice.,2024-10-04T00:00:00,Gulab Jamun,Snacks
"Really enjoyed the meal, it was delicious.",2024-11-21T00:00:00,Sambar Rice,Breakfast
"It was fine, could be better.",2026-01-29T00:00:00,Ice Cream,Lunch
"Fresh and tasty, good job by the kitchen.",2025-08-29T00:00:00,Mutton Curry,Dinner
The meal was okay.,2025-12-04T00:00:00,Curd Rice,Snacks
"Amazing flavors, I loved the taste.",2024-05-09T00:00:00,Fish Curry,Lunch
Decent meal overall.,2026-01-23T00:00:00,Curd Rice,Dinner
"Amazing flavors, I loved the taste.",2025-10-16T00:00:00,Roti,Breakfast
Decent meal overall.,2025-03-04T00:00:00,Gulab Jamun,Lunch
"Fresh and tasty, good job by the kitchen.",2024-12-28T00:00:00,Bonda,Lunch
Good quality and well cooked.,2025-03-14T00:00:00,Bonda,Snacks
Good quality and well cooked.,2025-10-12T00:00:00,Fish Curry,Lunch
"Fresh and tasty, good job by the kitchen.",2024-11-16T00:00:00,Pongal,Snacks
The meal was okay.,2026-01-17T00:00:00,Pongal,Breakfast
The meal was not salty enough.,2025-08-12T00:00:00,Veg Biryani,Breakfast
"Amazing flavors, I loved the taste.",2024-10-19T00:00:00,Dosa,Breakfast
The meal was light and refreshing.,2024-01-11T00:00:00,Mutton Curry,Dinner
"Fresh and tasty, good job by the kitchen.",2025-05-24T00:00:00,Uggani,Lunch
"Fresh and tasty, good job by the kitchen.",2024-01-15T00:00:00,Fish Curry,Breakfast
"Neither good nor bad, just normal.",2025-12-20T00:00:00,Chicken Biryani,Breakfast
"Really enjoyed the meal, it was delicious.",2026-01-26T00:00:00,Mutton Curry,Snacks
Portion size was perfect and taste was nice.,2025-04-04T00:00:00,Fish Curry,Breakfast
"Really enjoyed the meal, it was delicious.",2024-03-17T00:00:00,Veg Curry,Lunch
Portion size was perfect and taste was nice.,2024-12-27T00:00:00,Gulab Jamun,Lunch
"Fresh and tasty, good job by the kitchen.",2025-01-23T00:00:00,Dosa,Dinner
The food tasted great today.,2024-12-12T00:00:00,Veg Curry,Snacks
"It was fine, could be better.",2024-11-02T00:00:00,Veg Biryani,Breakfast
Good quality and well cooked.,2024-08-06T00:00:00,Vada,Snacks
"Taste was average, nothing special.",2024-11-08T00:00:00,Idli,Dinner
"Fresh and tasty, good job by the kitchen.",2025-09-24T00:00:00,Fish Curry,Breakfast
The food felt heavy and greasy.,2024-01-07T00:00:00,Vada,Breakfast
Good quality and well cooked.,2024-12-28T00:00:00,Bonda,Snacks
Good quality and well cooked.,2026-01-09T00:00:00,Sambar Rice,Breakfast
Good quality and well cooked.,2024-01-10T00:00:00,Veg Curry,Dinner
"Neither good nor bad, just normal.",2024-07-21T00:00:00,Sambar Rice,Dinner
"Fresh and tasty, good job by the kitchen.",2024-05-06T00:00:00,Pongal,Lunch
"Really enjoyed the meal, it was delicious.",2026-02-26T00:00:00,Vada,Breakfast
"Fresh and tasty, good job by the kitchen.",2025-02-08T00:00:00,Roti,Lunch
Good quality and well cooked.,2025-03-14T00:00:00,Gulab Jamun,Snacks
The food tasted great today.,2025-03-25T00:00:00,Veg Curry,Snacks
"Really enjoyed the meal, it was delicious.",2024-12-28T00:00:00,Bonda,Lunch
Good quality and well cooked.,2025-12-27T00:00:00,Uggani,Breakfast
"Really enjoyed the meal, it was delicious.",2024-10-18T00:00:00,Chicken Biryani,Breakfast
"Fresh and tasty, good job by the kitchen.",2025-03-07T00:00:00,Dosa,Lunch
"Taste was average, nothing special.",2025-11-13T00:00:00,Samosa,Breakfast
"Amazing flavors, I loved the taste.",2024-09-29T00:00:00,Chicken Biryani,Dinner
"Neither good nor bad, just normal.",2025-07-17T00:00:00,Sambar Rice,Dinner
Good quality and well cooked.,2026-02-08T00:00:00,Vada,Lunch
"Really enjoyed the meal, it was delicious.",2024-04-22T00:00:00,Ice Cream,Dinner
"Really enjoyed the meal, it was delicious.",2024-06-08T00:00:00,Sambar Rice,Breakfast
The meal was light and refreshing.,2025-12-01T00:00:00,Gulab Jamun,Breakfast
"Amazing flavors, I loved the taste.",2024-12-16T00:00:00,Veg Biryani,Breakfast
"Neither good nor bad, just normal.",2025-05-06T00:00:00,Uggani,Breakfast
"Fresh and tasty, good job by the kitchen.",2024-03-25T00:00:00,Paneer Curry,Snacks
Decent meal overall.,2024-06-05T00:00:00,Uggani,Lunch
"Really enjoyed the meal, it was delicious.",2024-10-14T00:00:00,Fish Curry,Lunch
"Taste was average, nothing special.",2025-11-13T00:00:00,Sambar Rice,Snacks
"Neither good nor bad, just normal.",2025-12-24T00:00:00,Uggani,Lunch
"Really enjoyed the meal, it was delicious.",2025-08-28T00:00:00,Sambar Rice,Lunch
The food tasted great today.,2024-05-15T00:00:00,Curd Rice,Lunch
"It was fine, could be better.",2024-07-15T00:00:00,Ice Cream,Breakfast
The food tasted great today.,2025-09-23T00:00:00,Curd Rice,Dinner
The meal was okay.,2025-01-24T00:00:00,Chicken Biryani,Breakfast
"Amazing flavors, I loved the taste.",2025-10-10T00:00:00,Uggani,Snacks
Good quality and well cooked.,2025-03-12T00:00:00,Veg Biryani,Lunch
Portion size was perfect and taste was nice.,2025-03-13T00:00:00,Vada,Breakfast
The food tasted great today.,2024-10-02T00:00:00,Dosa,Snacks
Good quality and well cooked.,2025-12-29T00:00:00,Gulab Jamun,Snacks
"It was fine, could be better.",2024-02-18T00:00:00,Uggani,Lunch
The food was served too cold.,2024-02-23T00:00:00,Veg Curry,Breakfast
Good quality and well cooked.,2025-04-28T00:00:00,Samosa,Lunch
"Fresh and tasty, good job by the kitchen.",2024-07-08T00:00:00,Roti,Breakfast
"It was fine, could be better.",2024-12-08T00:00:00,Roti,Dinner
The food tasted great today.,2025-11-16T00:00:00,Paneer Curry,Breakfast
Good quality and well cooked.,2025-01-04T00:00:00,Idli,Lunch
"Taste was average, nothing special.",2025-10-27T00:00:00,Gulab Jamun,Snacks
Portion size was perfect and taste was nice.,2025-01-28T00:00:00,Roti,Lunch
"Taste was average, nothing special.",2025-10-06T00:00:00,Pongal,Breakfast
Decent meal overall.,2025-11-01T00:00:00,Sambar Rice,Breakfast
"Amazing flavors, I loved the taste.",2025-04-01T00:00:00,Chicken Biryani,Lunch
Portion size was perfect and taste was nice.,2025-09-25T00:00:00,Sambar Rice,Breakfast
"Amazing flavors, I loved the taste.",2025-04-30T00:00:00,Samosa,Snacks
The food tasted great today.,2024-05-10T00:00:00,Chicken Biryani,Lunch
Portion size was perfect and taste was nice.,2025-12-29T00:00:00,Chicken Biryani,Dinner
"It was fine, could be better.",2025-04-04T00:00:00,Roti,Snacks
The food tasted great today.,2025-05-09T00:00:00,Sambar Rice,Dinner
"Really enjoyed the meal, it was delicious.",2025-09-05T00:00:00,Uggani,Breakfast
Good quality and well cooked.,2024-02-16T00:00:00,Roti,Lunch
"Amazing flavors, I loved the taste.",2025-02-11T00:00:00,Dosa,Lunch
"Really enjoyed the meal, it was delicious.",2025-03-24T00:00:00,Vada,Breakfast
Portion size was perfect and taste was nice.,2025-02-03T00:00:00,Fish Curry,Dinner
"Really enjoyed the meal, it was delicious.",2024-07-07T00:00:00,Ice Cream,Snacks
Portion size was perfect and taste was nice.,2024-08-11T00:00:00,Idli,Lunch
Decent meal overall.,2025-12-25T00:00:00,Idli,Dinner
Good quality and well cooked.,2024-08-13T00:00:00,Fish Curry,Snacks
Portion size was perfect and taste was nice.,2024-05-01T00:00:00,Paneer Curry,Snacks
The food tasted great today.,2025-06-30T00:00:00,Veg Curry,Lunch
The food tasted great today.,2025-10-16T00:00:00,Veg Biryani,Snacks
"Really enjoyed the meal, it was delicious.",2024-10-03T00:00:00,Curd Rice,Snacks
The meal was light and refreshing.,2024-08-03T00:00:00,Dosa,Lunch
The food tasted great today.,2025-10-26T00:00:00,Mutton Curry,Breakfast
"It was fine, could be better.",2024-03-26T00:00:00,Gulab Jamun,Snacks
"Amazing flavors, I loved the taste.",2024-05-16T00:00:00,Mutton Curry,Snacks
Good quality and well cooked.,2024-02-28T00:00:00,Uggani,Snacks
"Really enjoyed the meal, it was delicious.",2026-01-18T00:00:00,Idli,Snacks
Good quality and well cooked.,2024-01-17T00:00:00,Roti,Lunch
